UNIT NBR;MOVE KIND;CARRIER VISIT;CA;LOAI PTVT;LOAI CAU BEN;STS QUAY;TIME STS QUAY;GAP DELAY;REASON;TIME COMPLETED;PUT CHE NAME;TIME OF FETCH;FETCH CHE NAME;CARRY CHE NAME;FROM POSITION;TO POSITION;UNIT TYPE ISO;UNIT VGM VERIFIED;LINE OP;STS YARD;STS YARD TIME;STS CARRY;STS CARRY START TIME;STS CARRY END TIME;RESTOW REASON
ZCSU7353313;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC03;2026-05-28 17:36:30;;;2026-05-28 17:44:30;RTG05;2026-05-28 17:36:30;QC03;TT09;V-MBK17N-020586;Y-CMIT-4H02G.2;45G1;FCL;ZIM;RTG05;28/17:44;TT09;2026-05-28 17:36:30;2026-05-28 17:44:30;
BEAU5029750;LOAD;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC04;2026-05-28 17:44:30;2;;2026-05-28 17:44:30;QC04;2026-05-28 17:33:30;RTG10;TT39;Y-CMIT-4D30G.3;V-MBK17N-101008;4510;FCL;ZIM;RTG10;28/17:33;TT39;2026-05-28 17:33:30;2026-05-28 17:44:30;
UETU6838923;GATE IN;72H01420;D1 28/05/2026;;GATE;;2026-05-28 17:44:30;;;2026-05-28 17:44:30;UN02;;;;T-72H01420-TIP;Y-CMIT-1Z38F.1;45G1;MTY;MAE;UN02;28/17:44;;;;
TEMU4482380;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:34:30;2;;2026-05-28 17:44:30;RTG09;2026-05-28 17:34:30;QC05;TT13;V-MBK17N-190804;Y-CMIT-4G27F.2;22G1;FCL;ZIM;RTG09;28/17:44;TT13;2026-05-28 17:34:30;2026-05-28 17:44:30;
MRKU2565910;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 17:43:30;;;2026-05-28 17:43:30;RTG13;2026-05-28 17:43:30;RTG13;RTG13;Y-CMIT-1A24D.2;Y-CMIT-1A24F.2;45G1;FCL;MAE;RTG13;28/17:43;;;;
MRKU5904128;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 17:43:30;;;2026-05-28 17:43:30;RTG15;2026-05-28 17:42:30;RTG15;RTG15;Y-CMIT-3E16G.3;Y-CMIT-3E16D.2;45G1;FCL;MAE;RTG15;28/17:43;;;;
SEGU2181648;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:36:30;;;2026-05-28 17:43:30;RTG14;2026-05-28 17:36:30;QC05;TT40;V-MBK17N-170806;Y-CMIT-4E09F.3;22G1;FCL;ZIM;RTG14;28/17:43;TT40;2026-05-28 17:36:30;2026-05-28 17:43:30;
ZCSU7604785;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 17:32:30;2;;2026-05-28 17:42:30;RTG03;2026-05-28 17:32:30;QC06;TT37;V-MBK17N-260686;Y-CMIT-4H26B.3;45G1;FCL;ZIM;RTG03;28/17:42;TT37;2026-05-28 17:32:30;2026-05-28 17:42:30;
FSCU8253262;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 17:36:30;1;;2026-05-28 17:42:30;RTG05;2026-05-28 17:36:30;QC06;TT16;V-MBK17N-261084;Y-CMIT-4H02F.1;45G1;FCL;ZIM;RTG05;28/17:42;TT16;2026-05-28 17:36:30;2026-05-28 17:42:30;
ZCSU7943650;LOAD;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC04;2026-05-28 17:42:30;2;;2026-05-28 17:42:30;QC04;2026-05-28 17:38:30;RTG11;TT28;Y-CMIT-3C12B.4;V-MBK17N-100602;45G1;FCL;ZIM;RTG11;28/17:38;TT28;2026-05-28 17:38:30;2026-05-28 17:42:30;
HAMU1656580;HOUSE KEEPING;;D1 28/05/2026;;YARD;;2026-05-28 17:42:30;;;2026-05-28 17:42:30;RTG10;2026-05-28 17:34:30;RTG07;TT31;Y-CMIT-2B16B.3;Y-CMIT-3D34E.2;45G1;FCL;HLC;RTG07 & RTG10;28/17:34 & 28/17:42;TT31;2026-05-28 17:34:30;2026-05-28 17:42:30;
SEGU1333290;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:34:30;;;2026-05-28 17:41:30;RTG09;2026-05-28 17:34:30;QC05;TT13;V-MBK17N-170804;Y-CMIT-4G27F.1;22G1;FCL;ZIM;RTG09;28/17:41;TT13;2026-05-28 17:34:30;2026-05-28 17:41:30;
HLBU3117675;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 17:41:30;;;2026-05-28 17:41:30;RTG13;2026-05-28 17:39:30;RTG13;RTG13;Y-CMIT-2A10D.2;Y-CMIT-2A10A.2;45G1;FCL;HLC;RTG13;28/17:41;;;;
ZIMU2919789;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:25:30;2;;2026-05-28 17:41:30;RTG01;2026-05-28 17:25:30;QC05;TT25;V-MBK17N-190904;Y-CMIT-3J17D.3;22G1;FCL;ZIM;RTG01;28/17:41;TT25;2026-05-28 17:25:30;2026-05-28 17:41:30;
BEAU5144034;LOAD;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC04;2026-05-28 17:40:30;;;2026-05-28 17:40:30;QC04;2026-05-28 17:35:30;RTG10;TT22;Y-CMIT-4D30C.2;V-MBK17N-100802;45G1;FCL;ZIM;RTG10;28/17:35;TT22;2026-05-28 17:35:30;2026-05-28 17:40:30;
CICU6903983;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 17:30:30;1;;2026-05-28 17:40:30;RTG03;2026-05-28 17:30:30;QC06;TT23;V-MBK17N-260684;Y-CMIT-4H26B.2;45G1;FCL;ZIM;RTG03;28/17:40;TT23;2026-05-28 17:30:30;2026-05-28 17:40:30;
ZCSU7117703;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 17:29:30;2;;2026-05-28 17:39:30;RTG14;2026-05-28 17:29:30;QC06;TT27;V-MBK17N-260482;Y-CMIT-4E30B.4;45G1;FCL;ZIM;RTG14;28/17:39;TT27;2026-05-28 17:29:30;2026-05-28 17:39:30;
HAMU2019078;HOUSE KEEPING;;D1 28/05/2026;;YARD;;2026-05-28 17:39:30;;;2026-05-28 17:39:30;RTG10;2026-05-28 17:32:30;RTG07;TT34;Y-CMIT-2B16B.4;Y-CMIT-3D34B.3;45G1;FCL;HLC;RTG07 & RTG10;28/17:32 & 28/17:39;TT34;2026-05-28 17:32:30;2026-05-28 17:39:30;
GAOU6105381;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 17:33:30;1;;2026-05-28 17:39:30;RTG05;2026-05-28 17:33:30;QC06;TT03;V-MBK17N-261086;Y-CMIT-4H02G.1;45G1;FCL;ZIM;RTG05;28/17:39;TT03;2026-05-28 17:33:30;2026-05-28 17:39:30;
JZPU4100140;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:32:30;2;;2026-05-28 17:39:30;RTG08;2026-05-28 17:32:30;QC05;TT11;V-MBK17N-190602;Y-CMIT-4A25D.2;22G1;FCL;ZIM;RTG08;28/17:39;TT11;2026-05-28 17:32:30;2026-05-28 17:39:30;
JXJU3282972;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:25:30;;;2026-05-28 17:39:30;RTG01;2026-05-28 17:25:30;QC05;TT25;V-MBK17N-170904;Y-CMIT-3J17C.1;22G1;FCL;ZIM;RTG01;28/17:39;TT25;2026-05-28 17:25:30;2026-05-28 17:39:30;
TCNU6745296;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 17:39:30;;;2026-05-28 17:39:30;RTG13;2026-05-28 17:39:30;RTG13;RTG13;Y-CMIT-2A10E.2;Y-CMIT-2A10A.1;45G1;FCL;HLC;RTG13;28/17:39;;;;
HAMU3807032;GATE OUT;50E32670;D1 28/05/2026;;GATE;;2026-05-28 17:39:30;;;2026-05-28 17:39:30;;2026-05-28 17:38:30;RTG12;;Y-CMIT-3F10B.1;T-50E32670-TIP-S;45G1;FCL;HLC;RTG12;28/17:39;;;;
HASU4695704;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 17:38:30;;;2026-05-28 17:38:30;RTG15;2026-05-28 17:37:30;RTG15;RTG15;Y-CMIT-3E16G.5;Y-CMIT-3E16D.1;45G1;FCL;MAE;RTG15;28/17:38;;;;
JXJU3450886;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:23:30;2;;2026-05-28 17:37:30;RTG01;2026-05-28 17:23:30;QC05;TT33;V-MBK17N-190906;Y-CMIT-3J17D.2;22G1;FCL;ZIM;RTG01;28/17:37;TT33;2026-05-28 17:23:30;2026-05-28 17:37:30;
JXJU3297144;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:32:30;;;2026-05-28 17:37:30;RTG08;2026-05-28 17:32:30;QC05;TT11;V-MBK17N-170602;Y-CMIT-4A25D.1;22G1;FCL;ZIM;RTG08;28/17:37;TT11;2026-05-28 17:32:30;2026-05-28 17:37:30;
FCIU4117124;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:27:30;2;;2026-05-28 17:36:30;RTG14;2026-05-28 17:27:30;QC05;TT24;V-MBK17N-190604;Y-CMIT-4E09G.3;22G1;FCL;ZIM;RTG14;28/17:36;TT24;2026-05-28 17:27:30;2026-05-28 17:36:30;
MSKU7989316;DISCHARGE;TN18W22A76;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 17:15:30;1;;2026-05-28 17:36:30;RTG02;2026-05-28 17:15:30;QC02;TT42;V-TN18W22A76-999999;Y-CMIT-3G17F.2;22G1;FCL;MAE;RTG02;28/17:36;TT42;2026-05-28 17:15:30;2026-05-28 17:36:30;
JXJU3328604;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:23:30;;;2026-05-28 17:35:30;RTG01;2026-05-28 17:23:30;QC05;TT33;V-MBK17N-170906;Y-CMIT-3J17D.1;22G1;FCL;ZIM;RTG01;28/17:35;TT33;2026-05-28 17:23:30;2026-05-28 17:35:30;
ZCSU7553693;SHIFTING;;D1 28/05/2026;;YARD;;2026-05-28 17:35:30;;;2026-05-28 17:35:30;RTG12;2026-05-28 17:34:30;RTG12;RTG12;Y-CMIT-3F10B.2;Y-CMIT-3F10C.5;45G1;FCL;ZIM;RTG12;28/17:35;;;;
ZCSU7141470;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 17:27:30;1;;2026-05-28 17:34:30;RTG05;2026-05-28 17:27:30;QC06;TT36;V-MBK17N-260584;Y-CMIT-4H14B.2;45G1;FCL;ZIM;RTG05;28/17:34;TT36;2026-05-28 17:27:30;2026-05-28 17:34:30;
TCKU6718547;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 17:24:30;1;;2026-05-28 17:34:30;RTG11;2026-05-28 17:24:30;QC06;TT19;V-MBK17N-260982;Y-CMIT-4C30D.3;45G1;FCL;ZIM;RTG11;28/17:34;TT19;2026-05-28 17:24:30;2026-05-28 17:34:30;
TGHU1697176;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:21:30;3;;2026-05-28 17:34:30;RTG08;2026-05-28 17:21:30;QC05;TT43;V-MBK17N-190902;Y-CMIT-4A11D.5;22G1;FCL;ZIM;RTG08;28/17:34;TT43;2026-05-28 17:21:30;2026-05-28 17:34:30;
GESU3752639;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:27:30;;;2026-05-28 17:34:30;RTG14;2026-05-28 17:27:30;QC05;TT24;V-MBK17N-170604;Y-CMIT-4E09G.2;22G1;FCL;ZIM;RTG14;28/17:34;TT24;2026-05-28 17:27:30;2026-05-28 17:34:30;
MRKU8125646;DISCHARGE;TN18W22A76;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 17:10:30;2;;2026-05-28 17:33:30;RTG13;2026-05-28 17:10:30;QC02;TT10;V-TN18W22A76-999999;Y-CMIT-1A13C.3;22G1;FCL;MAE;RTG13;28/17:33;TT10;2026-05-28 17:10:30;2026-05-28 17:33:30;
JXLU6204260;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 17:26:30;1;;2026-05-28 17:33:30;RTG05;2026-05-28 17:26:30;QC06;TT41;V-MBK17N-260586;Y-CMIT-4H14D.3;45G1;FCL;ZIM;RTG05;28/17:33;TT41;2026-05-28 17:26:30;2026-05-28 17:33:30;
TEMU2329773;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:21:30;;;2026-05-28 17:32:30;RTG15;2026-05-28 17:21:30;QC05;TT43;V-MBK17N-170902;Y-CMIT-3E07G.2;22G1;FCL;ZIM;RTG15;28/17:32;TT43;2026-05-28 17:21:30;2026-05-28 17:32:30;
CICU6786212;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 17:25:30;1;;2026-05-28 17:32:30;RTG05;2026-05-28 17:25:30;QC06;TT16;V-MBK17N-260784;Y-CMIT-4H14B.1;45G1;FCL;ZIM;RTG05;28/17:32;TT16;2026-05-28 17:25:30;2026-05-28 17:32:30;
HLBU6110313;DISCHARGE;SW24W22A81;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 17:26:30;;;2026-05-28 17:31:30;RTG02;2026-05-28 17:26:30;QC04;TT01;V-SW24W22A81-999999;Y-CMIT-3G02F.5;45R1;FCL;HLC;RTG02;28/17:31;TT01;2026-05-28 17:26:30;2026-05-28 17:31:30;
CAAU6375385;GATE IN;50E19879;D1 28/05/2026;;GATE;;2026-05-28 17:31:30;;;2026-05-28 17:31:30;RTG01;;;;T-50E19879-TIP;Y-CMIT-3J38G.4;45G1;FCL;MAE;RTG01;28/17:31;;;;
SUDU1454732;DISCHARGE;TN18W22A76;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 17:18:30;1;;2026-05-28 17:31:30;RTG11;2026-05-28 17:18:30;QC02;TT12;V-TN18W22A76-999999;Y-CMIT-3C39G.4;22G1;FCL;MAE;RTG11;28/17:31;TT12;2026-05-28 17:18:30;2026-05-28 17:31:30;
TIIU5791784;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 17:23:30;1;;2026-05-28 17:30:30;RTG05;2026-05-28 17:23:30;QC06;TT40;V-MBK17N-261088;Y-CMIT-4H14D.2;45G1;FCL;ZIM;RTG05;28/17:30;TT40;2026-05-28 17:23:30;2026-05-28 17:30:30;
JKLU2600007;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 17:16:30;2;;2026-05-28 17:30:30;RTG15;2026-05-28 17:16:30;QC04;TT22;V-TN09W22A84-999999;Y-CMIT-3E11B.1;22G1;FCL;HLC;RTG15;28/17:30;TT22;2026-05-28 17:16:30;2026-05-28 17:30:30;
PONU0083504;GATE IN;50H66377;D1 28/05/2026;;GATE;;2026-05-28 17:29:30;;;2026-05-28 17:29:30;RTG10;;;;T-50H66377-TIP;Y-CMIT-4D21C.1;22G1;FCL;MAE;RTG10;28/17:29;;;;
HLBU3047855;DISCHARGE;TN18W22A76;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 17:17:30;2;;2026-05-28 17:29:30;RTG12;2026-05-28 17:17:30;QC02;TT42;V-TN18W22A76-999999;Y-CMIT-3F23C.5;22G1;FCL;HLC;RTG12;28/17:29;TT42;2026-05-28 17:17:30;2026-05-28 17:29:30;
ZCSU6576230;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 17:22:30;1;;2026-05-28 17:29:30;RTG05;2026-05-28 17:22:30;QC06;TT37;V-MBK17N-260788;Y-CMIT-4H14D.1;45G1;FCL;ZIM;RTG05;28/17:29;TT37;2026-05-28 17:22:30;2026-05-28 17:29:30;
UACU4007016;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 17:20:30;2;;2026-05-28 17:29:30;RTG08;2026-05-28 17:20:30;QC04;TT15;V-TN09W22A84-999999;Y-CMIT-4A25B.1;22G1;FCL;HLC;RTG08;28/17:29;TT15;2026-05-28 17:20:30;2026-05-28 17:29:30;
CAAU9319549;GATE IN;50H14507;D1 28/05/2026;;GATE;;2026-05-28 17:28:30;;;2026-05-28 17:28:30;RTG01;;;;T-50H14507-TIP;Y-CMIT-3J38F.2;45G1;FCL;MAE;RTG01;28/17:28;;;;
HASU1222586;DISCHARGE;TN18W22A76;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 17:11:30;1;;2026-05-28 17:28:30;RTG13;2026-05-28 17:11:30;QC02;TT10;V-TN18W22A76-999999;Y-CMIT-1A13B.2;22G1;FCL;MAE;RTG13;28/17:28;TT10;2026-05-28 17:11:30;2026-05-28 17:28:30;
HLBU3652347;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 17:22:30;2;;2026-05-28 17:27:30;RTG08;2026-05-28 17:22:30;QC04;TT15;V-TN09W22A84-999999;Y-CMIT-4A25E.1;22G1;FCL;HLC;RTG08;28/17:27;TT15;2026-05-28 17:22:30;2026-05-28 17:27:30;
ZCSU7689041;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:18:30;1;;2026-05-28 17:26:30;RTG05;2026-05-28 17:18:30;QC05;TT21;V-MBK17N-181008;Y-CMIT-4H14F.2;45G1;FCL;ZIM;RTG05;28/17:26;TT21;2026-05-28 17:18:30;2026-05-28 17:26:30;
TCNU4950352;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 17:21:30;2;;2026-05-28 17:26:30;RTG10;2026-05-28 17:21:30;QC06;TT23;V-MBK17N-260886;Y-CMIT-4D06A.4;45G1;FCL;ZIM;RTG10;28/17:26;TT23;2026-05-28 17:21:30;2026-05-28 17:26:30;
TCNU5367817;LOAD;CM09W22A85L;D1 28/05/2026;BARGE;CMIT QUAY;QC03;2026-05-28 17:26:30;1;;2026-05-28 17:26:30;QC03;2026-05-28 17:23:30;UN03;TT08;Y-CMIT-4Y24A.1;V-CM09W22A85L-022072;45G1;MTY;ZIM;UN03;28/17:23;TT08;2026-05-28 17:23:30;2026-05-28 17:26:30;
MSKU5067867;DISCHARGE;SG66W22A72;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 17:18:30;2;;2026-05-28 17:26:30;RTG13;2026-05-28 17:18:30;QC07;TT07;V-SG66W22A72-999999;Y-CMIT-1A27B.1;22G1;FCL;MAE;RTG13;28/17:26;TT07;2026-05-28 17:18:30;2026-05-28 17:26:30;
UACU3975260;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 17:18:30;2;;2026-05-28 17:25:30;RTG15;2026-05-28 17:18:30;QC04;TT22;V-TN09W22A84-999999;Y-CMIT-3E11F.1;22G1;FCL;HLC;RTG15;28/17:25;TT22;2026-05-28 17:18:30;2026-05-28 17:25:30;
HLBU9193219;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 17:10:30;2;;2026-05-28 17:25:30;RTG02;2026-05-28 17:10:30;QC04;TT39;V-TN09W22A84-999999;Y-CMIT-3G17C.2;22R1;FCL;HLC;RTG02;28/17:25;TT39;2026-05-28 17:10:30;2026-05-28 17:25:30;
MRKU7344491;DISCHARGE;TN18W22A76;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 17:19:30;1;;2026-05-28 17:25:30;RTG11;2026-05-28 17:19:30;QC02;TT12;V-TN18W22A76-999999;Y-CMIT-3C39G.3;22G1;FCL;MAE;RTG11;28/17:25;TT12;2026-05-28 17:19:30;2026-05-28 17:25:30;
BEAU5140620;LOAD;CM09W22A85L;D1 28/05/2026;BARGE;CMIT QUAY;QC03;2026-05-28 17:25:30;4;WAITING;2026-05-28 17:25:30;QC03;2026-05-28 17:21:30;UN02;TT13;Y-CMIT-18Y18C.1;V-CM09W22A85L-021874;45G1;MTY;ZIM;UN02;28/17:21;TT13;2026-05-28 17:21:30;2026-05-28 17:25:30;
ZCSU7171319;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:15:30;3;;2026-05-28 17:25:30;RTG05;2026-05-28 17:15:30;QC05;TT27;V-MBK17N-180808;Y-CMIT-4H14F.1;45G1;FCL;ZIM;RTG05;28/17:25;TT27;2026-05-28 17:15:30;2026-05-28 17:25:30;
ZCSU7721800;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 17:19:30;3;;2026-05-28 17:24:30;RTG10;2026-05-28 17:19:30;QC06;TT36;V-MBK17N-260688;Y-CMIT-4D06A.3;45G1;FCL;ZIM;RTG10;28/17:24;TT36;2026-05-28 17:19:30;2026-05-28 17:24:30;
GAOU7332857;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:17:30;2;;2026-05-28 17:24:30;RTG09;2026-05-28 17:17:30;QC05;TT41;V-MBK17N-181010;Y-CMIT-4G20E.2;45G1;FCL;ZIM;RTG09;28/17:24;TT41;2026-05-28 17:17:30;2026-05-28 17:24:30;
MRKU9921210;DISCHARGE;TN18W22A76;D1 28/05/2026;BARGE;CMIT QUAY;QC02;2026-05-28 17:13:30;2;;2026-05-28 17:24:30;RTG12;2026-05-28 17:13:30;QC02;TT29;V-TN18W22A76-999999;Y-CMIT-3F07A.3;22G1;FCL;MAE;RTG12;28/17:24;TT29;2026-05-28 17:13:30;2026-05-28 17:24:30;
MRKU6870594;DISCHARGE;SG66W22A72;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 17:18:30;;;2026-05-28 17:23:30;RTG13;2026-05-28 17:18:30;QC07;TT07;V-SG66W22A72-999999;Y-CMIT-1A27G.1;22G1;FCL;MAE;RTG13;28/17:23;TT07;2026-05-28 17:18:30;2026-05-28 17:23:30;
TCKU7257898;DISCHARGE;SG66W22A72;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 17:13:30;2;;2026-05-28 17:22:30;RTG03;2026-05-28 17:13:30;QC07;TT31;V-SG66W22A72-999999;Y-CMIT-4F22E.4;45G1;FCL;MAE;RTG03;28/17:22;TT31;2026-05-28 17:13:30;2026-05-28 17:22:30;
CAAU9429000;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:05:30;2;;2026-05-28 17:22:30;RTG01;2026-05-28 17:05:30;QC05;TT24;V-MBK17N-180708;Y-CMIT-3J20G.1;45G1;FCL;ZIM;RTG01;28/17:22;TT24;2026-05-28 17:05:30;2026-05-28 17:22:30;
ZCSU7983740;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 17:12:30;2;;2026-05-28 17:22:30;RTG07;2026-05-28 17:12:30;QC06;TT16;V-MBK17N-260484;Y-CMIT-3B12C.2;45G1;FCL;ZIM;RTG07;28/17:22;TT16;2026-05-28 17:12:30;2026-05-28 17:22:30;
FCIU6211947;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 17:13:30;2;;2026-05-28 17:22:30;RTG12;2026-05-28 17:13:30;QC04;TT04;V-TN09W22A84-999999;Y-CMIT-3F07D.4;22G1;FCL;HLC;RTG12;28/17:22;TT04;2026-05-28 17:13:30;2026-05-28 17:22:30;
MRKU0356422;DISCHARGE;SG66W22A72;D1 28/05/2026;BARGE;CMIT QUAY;QC07;2026-05-28 17:16:30;1;;2026-05-28 17:22:30;RTG11;2026-05-28 17:16:30;QC07;TT34;V-SG66W22A72-999999;Y-CMIT-3C16C.5;42G1;FCL;MAE;RTG11;28/17:22;TT34;2026-05-28 17:16:30;2026-05-28 17:22:30;
ZCSU7615286;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 17:16:30;2;;2026-05-28 17:22:30;RTG10;2026-05-28 17:16:30;QC06;TT19;V-MBK17N-260786;Y-CMIT-4D06A.2;45G1;FCL;ZIM;RTG10;28/17:22;TT19;2026-05-28 17:16:30;2026-05-28 17:22:30;
TIIU4151709;LOAD;CM09W22A85L;D1 28/05/2026;BARGE;CMIT QUAY;QC03;2026-05-28 17:21:30;1;;2026-05-28 17:21:30;QC03;2026-05-28 17:16:30;UN03;TT35;Y-CMIT-4Y24A.2;V-CM09W22A85L-021872;45G1;MTY;ZIM;UN03;28/17:16;TT35;2026-05-28 17:16:30;2026-05-28 17:21:30;
JXLU6339413;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:06:30;1;;2026-05-28 17:21:30;RTG15;2026-05-28 17:06:30;QC05;TT25;V-MBK17N-180810;Y-CMIT-3E38C.2;45G1;FCL;ZIM;RTG15;28/17:21;TT25;2026-05-28 17:06:30;2026-05-28 17:21:30;
JXLU4340863;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC05;2026-05-28 17:10:30;2;;2026-05-28 17:20:30;RTG07;2026-05-28 17:10:30;QC05;TT33;V-MBK17N-180608;Y-CMIT-3B12B.1;45G1;FCL;ZIM;RTG07;28/17:20;TT33;2026-05-28 17:10:30;2026-05-28 17:20:30;
ZCSU7641454;LOAD;CM09W22A85L;D1 28/05/2026;BARGE;CMIT QUAY;QC03;2026-05-28 17:20:30;1;;2026-05-28 17:20:30;QC03;2026-05-28 17:16:30;UN02;TT03;Y-CMIT-18Y18C.2;V-CM09W22A85L-021674;45G1;MTY;ZIM;UN02;28/17:16;TT03;2026-05-28 17:16:30;2026-05-28 17:20:30;
CAAU5464997;DISCHARGE;MBK17N;D1 28/05/2026;VESSEL;CMIT QUAY;QC06;2026-05-28 17:14:30;2;;2026-05-28 17:20:30;RTG14;2026-05-28 17:14:30;QC06;TT37;V-MBK17N-260984;Y-CMIT-4E14C.4;45G1;FCL;ZIM;RTG14;28/17:20;TT37;2026-05-28 17:14:30;2026-05-28 17:20:30;
MSKU5456745;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 17:11:30;1;;2026-05-28 17:19:30;RTG12;2026-05-28 17:11:30;QC04;TT39;V-TN09W22A84-999999;Y-CMIT-3F07G.2;22G1;FCL;MAE;RTG12;28/17:19;TT39;2026-05-28 17:11:30;2026-05-28 17:19:30;
MRKU7588158;DISCHARGE;TN09W22A84;D1 28/05/2026;BARGE;CMIT QUAY;QC04;2026-05-28 17:05:30;5;WAITING;2026-05-28 17:19:30;RTG13;2026-05-28 17:05:30;QC04;TT15;V-TN09W22A84-999999;Y-CMIT-2A13F.4;22G1;FCL;MAE;RTG13;28/17:19;TT15;2026-05-28 17:05:30;2026-05-28 17:19:30;
